id|.order_no|.user_id|.status|.amount|.receiver_name|.receiver_phone|.remark|.create_time|.order_date
1286|.SO0000001286|.8408|.PAID|.8318.06|.邓桂兰|.13882201815|.部分备注|.2026-06-27 09:19:22|.2026-06-27
1287|.SO0000001287|.42963|.DONE|.9015.79|.陈桂英|.13537893268|.解决备注|.2026-08-27 20:34:25|.2026-08-27
1288|.SO0000001288|.30013|.CREATED|.2323.34|.杜芳|.13197577458|.历史备注|.2026-07-29 07:49:28|.2026-07-29
1289|.SO0000001289|.50467|.PAID|.8225.51|.杨建|.13576794224|.规定备注|.2026-06-30 19:04:31|.2026-06-30
1290|.SO0000001290|.44396|.DONE|.18266.29|.毛飞|.13670460430|.文件备注|.2026-08-30 06:19:34|.2026-08-30
1291|.SO0000001291|.27336|.CANCELED|.8632.56|.臧秀荣|.13222572201|.希望备注|.2026-08-01 17:34:37|.2026-08-01
1292|.SO0000001292|.21791|.PAID|.15261.82|.马彬|.13604699586|.有限备注|.2026-07-03 04:49:40|.2026-07-03
1293|.SO0000001293|.40579|.SHIPPED|.1867.08|.袁斌|.13194961021|.精华备注|.2026-09-02 16:04:43|.2026-09-02
1294|.SO0000001294|.45920|.PAID|.19278.35|.柯晶|.13790617390|.来自备注|.2026-08-04 03:19:46|.2026-08-04
1295|.SO0000001295|.41967|.CANCELED|.5140.3|.张强|.13958862532|.行业备注|.2026-07-06 14:34:49|.2026-07-06
1296|.SO0000001296|.53358|.CANCELED|.18934.31|.邓秀云|.13579530787|.一样备注|.2026-09-05 01:49:52|.2026-09-05
1297|.SO0000001297|.12408|.PAID|.14842.67|.廖磊|.13493128061|.是否备注|.2026-08-07 13:04:55|.2026-08-07
1298|.SO0000001298|.14194|.CANCELED|.17232.68|.李浩|.13940422802|.专业备注|.2026-07-09 00:19:58|.2026-07-09
1299|.SO0000001299|.52460|.PAID|.17614.79|.谷淑兰|.13732842745|.相关备注|.2026-09-08 11:35:01|.2026-09-08
1300|.SO0000001300|.2512|.DONE|.6010.65|.林瑞|.13204158904|.状态备注|.2026-08-10 22:50:04|.2026-08-10
1301|.SO0000001301|.46897|.CANCELED|.10169.98|.黄飞|.13379310508|.程序备注|.2026-07-12 10:05:07|.2026-07-12
1302|.SO0000001302|.34898|.CREATED|.12231.55|.廖琳|.13795489091|.|.2026-09-11 21:20:10|.2026-09-11
1303|.SO0000001303|.32356|.CANCELED|.19806.98|.慕志强|.13256979149|.自己备注|.2026-08-13 08:35:13|.2026-08-13
1304|.SO0000001304|.7199|.PAID|.17776.53|.张柳|.13638137567|.下载备注|.2026-07-15 19:50:16|.2026-07-15
1305|.SO0000001305|.14892|.PAID|.1844.36|.徐桂芝|.13912624649|.政府备注|.2026-09-14 07:05:19|.2026-09-14
1306|.SO0000001306|.52592|.CREATED|.12834.84|.袁辉|.13405597654|.知道备注|.2026-08-16 18:20:22|.2026-08-16
1307|.SO0000001307|.38|.PAID|.1149.6|.萧莉|.13276457814|.之间备注|.2026-07-18 05:35:25|.2026-07-18
1308|.SO0000001308|.52701|.CREATED|.1540.64|.李秀梅|.13929462840|.程序备注|.2026-09-17 16:50:28|.2026-09-17
1309|.SO0000001309|.43416|.CREATED|.7870.61|.李杰|.13003888938|.如此备注|.2026-08-19 04:05:31|.2026-08-19
1310|.SO0000001310|.8046|.PAID|.19153.04|.栾敏|.13823182538|.帖子备注|.2026-07-21 15:20:34|.2026-07-21
1311|.SO0000001311|.51759|.DONE|.3334.83|.何杨|.13074608582|.全国备注|.2026-06-22 02:35:37|.2026-06-22
1312|.SO0000001312|.43458|.DONE|.7980.9|.蔡刚|.13272030643|.这个备注|.2026-08-22 13:50:40|.2026-08-22
1313|.SO0000001313|.35719|.SHIPPED|.15735.59|.雷建华|.13512959397|.过程备注|.2026-07-24 01:05:43|.2026-07-24
1314|.SO0000001314|.52838|.PAID|.11285.55|.刘燕|.13902584778|.类别备注|.2026-06-25 12:20:46|.2026-06-25
1315|.SO0000001315|.3529|.DONE|.7477.16|.王雪梅|.13830280545|.软件备注|.2026-08-25 23:35:49|.2026-08-25
1316|.SO0000001316|.38106|.CANCELED|.9835.18|.朱建|.13285984112|.的话备注|.2026-07-27 10:50:52|.2026-07-27
1317|.SO0000001317|.17243|.CREATED|.5943.16|.倪芳|.13088467018|.认为备注|.2026-06-28 22:05:55|.2026-06-28
1318|.SO0000001318|.5460|.CANCELED|.16997.49|.王博|.13062375740|.进行备注|.2026-08-28 09:20:58|.2026-08-28
1319|.SO0000001319|.24152|.PAID|.11993.08|.朱淑珍|.13421156601|.|.2026-07-30 20:36:01|.2026-07-30
1320|.SO0000001320|.55913|.SHIPPED|.2663.32|.魏燕|.13131381607|.一些备注|.2026-07-01 07:51:04|.2026-07-01
1321|.SO0000001321|.42893|.DONE|.15552.32|.魏凯|.13853729776|.系列备注|.2026-08-31 19:06:07|.2026-08-31
1322|.SO0000001322|.1268|.PAID|.7335.53|.尚丽华|.13358662594|.帖子备注|.2026-08-02 06:21:10|.2026-08-02
1323|.SO0000001323|.21979|.SHIPPED|.18399.72|.李萍|.13990400921|.然后备注|.2026-07-04 17:36:13|.2026-07-04
1324|.SO0000001324|.2687|.PAID|.9189.46|.辛洁|.13782777476|.部门备注|.2026-09-03 04:51:16|.2026-09-03
1325|.SO0000001325|.35230|.PAID|.14348.66|.丁洋|.13017154114|.这个备注|.2026-08-05 16:06:19|.2026-08-05
1326|.SO0000001326|.56360|.DONE|.15510.67|.宋红梅|.13295181568|.当前备注|.2026-07-07 03:21:22|.2026-07-07
1327|.SO0000001327|.43157|.PAID|.5277.2|.彭芳|.13135322281|.设备备注|.2026-09-06 14:36:25|.2026-09-06
1328|.SO0000001328|.24211|.CREATED|.4966.91|.张东|.13325472683|.会员备注|.2026-08-08 01:51:28|.2026-08-08
1329|.SO0000001329|.2391|.SHIPPED|.5134.78|.张飞|.1X000001329|.使用备注|.2026-07-10 13:06:31|.2026-07-10
1330|.SO0000001330|.6404|.PAID|.17500.89|.郭阳|.13183352685|.不能备注|.2026-09-09 00:21:34|.2026-09-09
1331|.SO0000001331|.48165|.PAID|.3534.06|.郑萍|.13625833285|.手机备注|.2026-08-11 11:36:37|.2026-08-11
1332|.SO0000001332|.19221|.CANCELED|.18826.05|.崔建国|.13305448203|.关系备注|.2026-07-13 22:51:40|.2026-07-13
1333|.SO0000001333|.27503|.CREATED|.8087.29|.周雪梅|.13814517751|.情况备注|.2026-09-12 10:06:43|.2026-09-12
1334|.SO0000001334|.33404|.CANCELED|.1357.53|.陈建军|.13799507714|.今年备注|.2026-08-14 21:21:46|.2026-08-14
1335|.SO0000001335|.57494|.SHIPPED|.5940.16|.王峰|.13712103257|.两个备注|.2026-07-16 08:36:49|.2026-07-16
1336|.SO0000001336|.28471|.CANCELED|.17762.43|.黄红|.13810168602|.为了备注|.2026-09-15 19:51:52|.2026-09-15
1337|.SO0000001337|.21703|.PAID|.8075.47|.黄杨|.13022819353|.免费备注|.2026-08-17 07:06:55|.2026-08-17
1338|.SO0000001338|.36212|.PAID|.8482.21|.孙丹|.13674541694|.语言备注|.2026-07-19 18:21:58|.2026-07-19
1339|.SO0000001339|.46109|.CANCELED|.1718.72|.周桂兰|.13461443026|.但是备注|.2026-09-18 05:37:01|.2026-09-18
1340|.SO0000001340|.564|.SHIPPED|.1563.24|.张桂花|.13732722603|.可以备注|.2026-08-20 16:52:04|.2026-08-20
1341|.SO0000001341|.13549|.SHIPPED|.8093.21|.李霞|.13198805802|.男人备注|.2026-07-22 04:07:07|.2026-07-22
1342|.SO0000001342|.5834|.DONE|.4708.36|.韩桂香|.13608119486|.|.2026-06-23 15:22:10|.2026-06-23
1343|.SO0000001343|.50847|.PAID|.14165.86|.邓晶|.13307811762|.|.2026-08-23 02:37:13|.2026-08-23
1344|.SO0000001344|.58368|.SHIPPED|.16429.21|.谢柳|.13528821497|.朋友备注|.2026-07-25 13:52:16|.2026-07-25
1345|.SO0000001345|.37|.DONE|.8490.17|.方雪梅|.13127222296|.在线备注|.2026-06-26 01:07:19|.2026-06-26
1346|.SO0000001346|.23141|.CANCELED|.2185.86|.袁兵|.1X000001346|.中心备注|.2026-08-26 12:22:22|.2026-08-26
1347|.SO0000001347|.204|.PAID|.6699.34|.林健|.13726497406|.无法备注|.2026-07-28 23:37:25|.2026-07-28
1348|.SO0000001348|.28272|.PAID|.10358.25|.刘秀荣|.13465426053|.一定备注|.2026-06-29 10:52:28|.2026-06-29
1349|.SO0000001349|.15145|.PAID|.5608.59|.王倩|.13423361528|.发展备注|.2026-08-29 22:07:31|.2026-08-29
1350|.SO0000001350|.27348|.DONE|.18321.16|.杨建华|.13276233908|.推荐备注|.2026-07-31 09:22:34|.2026-07-31
1351|.SO0000001351|.13869|.SHIPPED|.8427.49|.杨莹|.13034887983|.记者备注|.2026-07-02 20:37:37|.2026-07-02
1352|.SO0000001352|.23834|.DONE|.15342.85|.周桂花|.13381570338|.关于备注|.2026-09-01 07:52:40|.2026-09-01
1353|.SO0000001353|.56527|.PAID|.11689.35|.陈坤|.13315354877|.不断备注|.2026-08-03 19:07:43|.2026-08-03
1354|.SO0000001354|.21024|.CREATED|.702.92|.林伟|.13576213065|.就是备注|.2026-07-05 06:22:46|.2026-07-05
1355|.SO0000001355|.38185|.CREATED|.13714.68|.傅秀兰|.13343124368|.电话备注|.2026-09-04 17:37:49|.2026-09-04
1356|.SO0000001356|.35677|.CREATED|.17257.28|.陆艳|.13430404444|.经验备注|.2026-08-06 04:52:52|.2026-08-06
1357|.SO0000001357|.26337|.PAID|.11571.56|.叶艳|.13914033369|.手机备注|.2026-07-08 16:07:55|.2026-07-08
1358|.SO0000001358|.21829|.SHIPPED|.6856.16|.赵辉|.13242613028|.网站备注|.2026-09-07 03:22:58|.2026-09-07
1359|.SO0000001359|.20901|.PAID|.6665.96|.张海燕|.13512188564|.还有备注|.2026-08-09 14:38:01|.2026-08-09
1360|.SO0000001360|.53173|.CREATED|.19615.3|.陈桂英|.13452657641|.阅读备注|.2026-07-11 01:53:04|.2026-07-11
1361|.SO0000001361|.52077|.CREATED|.12650.51|.蒲莉|.13547296795|.销售备注|.2026-09-10 13:08:07|.2026-09-10
1362|.SO0000001362|.52187|.PAID|.9318.11|.黄勇|.13094662754|.操作备注|.2026-08-12 00:23:10|.2026-08-12
1363|.SO0000001363|.24716|.DONE|.15835.91|.冉洋|.13686099488|.男人备注|.2026-07-14 11:38:13|.2026-07-14
1364|.SO0000001364|.16508|.SHIPPED|.6162.0|.牛倩|.13121685206|.经济备注|.2026-09-13 22:53:16|.2026-09-13
1365|.SO0000001365|.4306|.PAID|.3568.13|.韦丽娟|.13114544340|.应用备注|.2026-08-15 10:08:19|.2026-08-15
1366|.SO0000001366|.54813|.DONE|.11764.45|.王春梅|.13182844486|.个人备注|.2026-07-17 21:23:22|.2026-07-17
1367|.SO0000001367|.59081|.CANCELED|.9888.26|.邱平|.13239290089|.美国备注|.2026-09-16 08:38:25|.2026-09-16
1368|.SO0000001368|.23786|.SHIPPED|.13442.07|.吴淑华|.13420559187|.|.2026-08-18 19:53:28|.2026-08-18
1369|.SO0000001369|.41408|.CREATED|.14665.73|.范秀英|.13181691624|.完全备注|.2026-07-20 07:08:31|.2026-07-20
1370|.SO0000001370|.14846|.SHIPPED|.3706.16|.任倩|.13911722130|.品牌备注|.2026-06-21 18:23:34|.2026-06-21
1371|.SO0000001371|.14820|.SHIPPED|.14371.54|.韩雷|.13892011405|.加入备注|.2026-08-21 05:38:37|.2026-08-21
1372|.SO0000001372|.53859|.CREATED|.19606.49|.傅建军|.13963615388|.会员备注|.2026-07-23 16:53:40|.2026-07-23
1373|.SO0000001373|.3905|.SHIPPED|.4420.02|.鞠岩|.13874763051|.而且备注|.2026-06-24 04:08:43|.2026-06-24
1374|.SO0000001374|.23881|.PAID|.6047.08|.朱淑兰|.13685617096|.城市备注|.2026-08-24 15:23:46|.2026-08-24
1375|.SO0000001375|.51547|.CANCELED|.2589.68|.贾杨|.13218166534|.|.2026-07-26 02:38:49|.2026-07-26
1376|.SO0000001376|.26973|.PAID|.17396.12|.杨倩|.13466146555|.中国备注|.2026-06-27 13:53:52|.2026-06-27
1377|.SO0000001377|.55747|.CREATED|.15370.49|.董帆|.13581806752|.只要备注|.2026-08-27 01:08:55|.2026-08-27
1378|.SO0000001378|.41695|.PAID|.15764.27|.施龙|.13351435693|.功能备注|.2026-07-29 12:23:58|.2026-07-29
1379|.SO0000001379|.8415|.CREATED|.15957.6|.韩淑珍|.13953075186|.以下备注|.2026-06-30 23:39:01|.2026-06-30
1380|.SO0000001380|.26281|.DONE|.17156.66|.危英|.13974234776|.发生备注|.2026-08-30 10:54:04|.2026-08-30
1381|.SO0000001381|.33342|.CREATED|.8041.93|.邢桂芳|.13951449423|.两个备注|.2026-08-01 22:09:07|.2026-08-01
1382|.SO0000001382|.28557|.SHIPPED|.13347.29|.庄冬梅|.13272999310|.|.2026-07-03 09:24:10|.2026-07-03
1383|.SO0000001383|.50942|.CANCELED|.4278.69|.黄婷|.13467922565|.通过备注|.2026-09-02 20:39:13|.2026-09-02
1384|.SO0000001384|.10503|.PAID|.5100.57|.黄阳|.13481121956|.关系备注|.2026-08-04 07:54:16|.2026-08-04
1385|.SO0000001385|.22889|.DONE|.1957.55|.马莹|.13125554840|.起来备注|.2026-07-06 19:09:19|.2026-07-06
1386|.SO0000001386|.28167|.PAID|.5197.13|.仲秀英|.13359258037|.进入备注|.2026-09-05 06:24:22|.2026-09-05
1387|.SO0000001387|.59035|.PAID|.7722.18|.李小红|.13800590401|.但是备注|.2026-08-07 17:39:25|.2026-08-07
1388|.SO0000001388|.46760|.SHIPPED|.7077.52|.师雷|.13334967748|.登录备注|.2026-07-09 04:54:28|.2026-07-09
1389|.SO0000001389|.46349|.DONE|.3797.9|.胡峰|.13031680319|.时候备注|.2026-09-08 16:09:31|.2026-09-08
1390|.SO0000001390|.59499|.PAID|.1428.35|.杨博|.13992366870|.游戏备注|.2026-08-10 03:24:34|.2026-08-10
1391|.SO0000001391|.25631|.SHIPPED|.16763.45|.马琳|.13120966241|.基本备注|.2026-07-12 14:39:37|.2026-07-12
1392|.SO0000001392|.18279|.CANCELED|.105.3|.孟敏|.13209701473|.业务备注|.2026-09-11 01:54:40|.2026-09-11
1393|.SO0000001393|.49559|.CREATED|.18419.85|.赵丹丹|.13097073837|.学习备注|.2026-08-13 13:09:43|.2026-08-13
1394|.SO0000001394|.54184|.CREATED|.12424.42|.吴雷|.13561519385|.当前备注|.2026-07-15 00:24:46|.2026-07-15
1395|.SO0000001395|.18520|.PAID|.11043.77|.张军|.13405482850|.目前备注|.2026-09-14 11:39:49|.2026-09-14
1396|.SO0000001396|.55773|.PAID|.15177.47|.刘畅|.13224859155|.觉得备注|.2026-08-16 22:54:52|.2026-08-16
1397|.SO0000001397|.5444|.PAID|.10446.51|.李欣|.13516808854|.今年备注|.2026-07-18 10:09:55|.2026-07-18
1398|.SO0000001398|.57910|.PAID|.12282.18|.高平|.13370989456|.精华备注|.2026-09-17 21:24:58|.2026-09-17
1399|.SO0000001399|.44160|.PAID|.10883.21|.周健|.13483968160|.历史备注|.2026-08-19 08:40:01|.2026-08-19
1400|.SO0000001400|.13408|.CREATED|.14058.01|.刘旭|.13204154206|.或者备注|.2026-07-21 19:55:04|.2026-07-21
1401|.SO0000001401|.47866|.SHIPPED|.19811.24|.汤峰|.13125273726|.也是备注|.2026-06-22 07:10:07|.2026-06-22
1402|.SO0000001402|.8392|.PAID|.11809.75|.孙辉|.13106579554|.社区备注|.2026-08-22 18:25:10|.2026-08-22
1403|.SO0000001403|.37198|.CANCELED|.18291.32|.陈帆|.13061936526|.|.2026-07-24 05:40:13|.2026-07-24
1404|.SO0000001404|.32377|.CANCELED|.8204.13|.张晶|.1X000001404|.之后备注|.2026-06-25 16:55:16|.2026-06-25
1405|.SO0000001405|.2693|.CREATED|.6807.55|.林凤英|.13970473093|.不能备注|.2026-08-25 04:10:19|.2026-08-25
1406|.SO0000001406|.52819|.SHIPPED|.19253.16|.王成|.13173286457|.有些备注|.2026-07-27 15:25:22|.2026-07-27
1407|.SO0000001407|.56574|.DONE|.3789.51|.杜旭|.13074142952|.你们备注|.2026-06-28 02:40:25|.2026-06-28
1408|.SO0000001408|.16087|.PAID|.15361.81|.刘浩|.13061972651|.价格备注|.2026-08-28 13:55:28|.2026-08-28
1409|.SO0000001409|.10913|.CREATED|.4597.92|.邓琴|.13708706788|.这种备注|.2026-07-30 01:10:31|.2026-07-30
1410|.SO0000001410|.53413|.CREATED|.17477.5|.宋桂花|.13797308100|.是否备注|.2026-07-01 12:25:34|.2026-07-01
1411|.SO0000001411|.19571|.DONE|.12055.78|.刘柳|.13507942481|.处理备注|.2026-08-31 23:40:37|.2026-08-31
1412|.SO0000001412|.4204|.PAID|.1046.25|.胡峰|.13861381224|.其中备注|.2026-08-02 10:55:40|.2026-08-02
1413|.SO0000001413|.57515|.CANCELED|.3888.2|.谢龙|.13480303098|.其实备注|.2026-07-04 22:10:43|.2026-07-04
1414|.SO0000001414|.43951|.CANCELED|.5959.49|.徐桂英|.13375359029|.游戏备注|.2026-09-03 09:25:46|.2026-09-03
1415|.SO0000001415|.11564|.DONE|.13938.96|.沙旭|.13158985355|.关于备注|.2026-08-05 20:40:49|.2026-08-05
1416|.SO0000001416|.39084|.PAID|.11517.95|.陈慧|.13708151205|.首页备注|.2026-07-07 07:55:52|.2026-07-07
1417|.SO0000001417|.55554|.CANCELED|.9965.51|.任峰|.13442922981|.我的备注|.2026-09-06 19:10:55|.2026-09-06
1418|.SO0000001418|.54014|.CREATED|.2760.06|.钟博|.13430329813|.希望备注|.2026-08-08 06:25:58|.2026-08-08
1419|.SO0000001419|.18469|.CANCELED|.5689.64|.陈鑫|.13852252523|.过程备注|.2026-07-10 17:41:01|.2026-07-10
1420|.SO0000001420|.18570|.PAID|.11160.76|.李坤|.13937794537|.工程备注|.2026-09-09 04:56:04|.2026-09-09
1421|.SO0000001421|.57547|.CREATED|.6990.34|.邓文|.13804136140|.以后备注|.2026-08-11 16:11:07|.2026-08-11
1422|.SO0000001422|.12185|.PAID|.14936.44|.管辉|.13631437135|.过程备注|.2026-07-13 03:26:10|.2026-07-13
1423|.SO0000001423|.22146|.SHIPPED|.8412.31|.吕秀兰|.13038376459|.希望备注|.2026-09-12 14:41:13|.2026-09-12
1424|.SO0000001424|.14995|.DONE|.6758.89|.鲍佳|.13999711374|.推荐备注|.2026-08-14 01:56:16|.2026-08-14
1425|.SO0000001425|.32022|.SHIPPED|.7091.92|.修婷婷|.13507112590|.系列备注|.2026-07-16 13:11:19|.2026-07-16
1426|.SO0000001426|.34843|.DONE|.15530.52|.傅燕|.13152781002|.类型备注|.2026-09-15 00:26:22|.2026-09-15
1427|.SO0000001427|.296|.PAID|.14662.66|.蒲婷婷|.13009676291|.具有备注|.2026-08-17 11:41:25|.2026-08-17
1428|.SO0000001428|.31914|.PAID|.13653.77|.方超|.13868037642|.美国备注|.2026-07-19 22:56:28|.2026-07-19
1429|.SO0000001429|.36268|.CREATED|.6153.58|.孙柳|.13623043282|.一点备注|.2026-09-18 10:11:31|.2026-09-18
1430|.SO0000001430|.756|.DONE|.5752.81|.刘帅|.13612977580|.品牌备注|.2026-08-20 21:26:34|.2026-08-20
1431|.SO0000001431|.4494|.SHIPPED|.5070.52|.廖英|.13605108936|.|.2026-07-22 08:41:37|.2026-07-22
1432|.SO0000001432|.8204|.CREATED|.18143.09|.成晶|.13853782698|.一样备注|.2026-06-23 19:56:40|.2026-06-23
1433|.SO0000001433|.26576|.DONE|.13482.52|.李海燕|.13749545165|.|.2026-08-23 07:11:43|.2026-08-23
1434|.SO0000001434|.2066|.CREATED|.412.2|.孙红梅|.13066583974|.网站备注|.2026-07-25 18:26:46|.2026-07-25
1435|.SO0000001435|.3268|.CANCELED|.12299.05|.周建平|.13199268641|.时候备注|.2026-06-26 05:41:49|.2026-06-26
1436|.SO0000001436|.16784|.PAID|.5810.85|.张敏|.13434604304|.东西备注|.2026-08-26 16:56:52|.2026-08-26
1437|.SO0000001437|.57736|.SHIPPED|.13786.76|.胡桂珍|.13202902597|.|.2026-07-28 04:11:55|.2026-07-28
1438|.SO0000001438|.12798|.CREATED|.19757.95|.赵龙|.13609271478|.学生备注|.2026-06-29 15:26:58|.2026-06-29
1439|.SO0000001439|.27030|.SHIPPED|.14636.59|.陈志强|.13990552864|.不断备注|.2026-08-29 02:42:01|.2026-08-29
1440|.SO0000001440|.61439|.SHIPPED|.402.03|.史桂珍|.13996750557|.论坛备注|.2026-07-31 13:57:04|.2026-07-31
1441|.SO0000001441|.1858|.CREATED|.8132.22|.李东|.13753414448|.的话备注|.2026-07-02 01:12:07|.2026-07-02
1442|.SO0000001442|.56529|.PAID|.9218.91|.杨龙|.13301284057|.那些备注|.2026-09-01 12:27:10|.2026-09-01
1443|.SO0000001443|.12762|.SHIPPED|.886.58|.郭利|.13599269720|.由于备注|.2026-08-03 23:42:13|.2026-08-03
1444|.SO0000001444|.41131|.DONE|.17865.86|.郑丹|.13481058027|.|.2026-07-05 10:57:16|.2026-07-05
1445|.SO0000001445|.56661|.DONE|.8866.8|.邵秀华|.13592621649|.那些备注|.2026-09-04 22:12:19|.2026-09-04
1446|.SO0000001446|.23363|.SHIPPED|.2072.14|.刘桂兰|.13570180116|.上海备注|.2026-08-06 09:27:22|.2026-08-06
1447|.SO0000001447|.22951|.CANCELED|.12949.83|.许晶|.13123092800|.文章备注|.2026-07-08 20:42:25|.2026-07-08
1448|.SO0000001448|.44359|.PAID|.1311.52|.裴秀珍|.13610673798|.帖子备注|.2026-09-07 07:57:28|.2026-09-07
1449|.SO0000001449|.23670|.PAID|.3725.15|.陆志强|.13492590554|.你们备注|.2026-08-09 19:12:31|.2026-08-09
1450|.SO0000001450|.11832|.CREATED|.3325.21|.刘海燕|.13411636751|.这样备注|.2026-07-11 06:27:34|.2026-07-11
1451|.SO0000001451|.28215|.PAID|.17395.29|.魏旭|.13309005700|.品牌备注|.2026-09-10 17:42:37|.2026-09-10
1452|.SO0000001452|.52862|.CANCELED|.3888.33|.张桂珍|.13746564370|.社区备注|.2026-08-12 04:57:40|.2026-08-12
1453|.SO0000001453|.46134|.PAID|.1593.4|.刘军|.13753112543|.组织备注|.2026-07-14 16:12:43|.2026-07-14
1454|.SO0000001454|.3476|.SHIPPED|.1538.94|.杨晨|.13618126277|.查看备注|.2026-09-13 03:27:46|.2026-09-13
1455|.SO0000001455|.15086|.PAID|.4030.49|.罗磊|.13645596279|.实现备注|.2026-08-15 14:42:49|.2026-08-15
1456|.SO0000001456|.57197|.DONE|.304.75|.裴博|.13370018410|.|.2026-07-17 01:57:52|.2026-07-17
1457|.SO0000001457|.15452|.PAID|.11369.97|.石平|.13973142798|.会员备注|.2026-09-16 13:12:55|.2026-09-16
1458|.SO0000001458|.59270|.CANCELED|.9665.05|.张玉英|.13841862033|.可以备注|.2026-08-18 00:27:58|.2026-08-18
1459|.SO0000001459|.10713|.CREATED|.10599.26|.李秀英|.13860436682|.而且备注|.2026-07-20 11:43:01|.2026-07-20
1460|.SO0000001460|.16853|.PAID|.9344.88|.汪旭|.13261312580|.|.2026-06-21 22:58:04|.2026-06-21
1461|.SO0000001461|.25892|.PAID|.1607.7|.陶倩|.13184229131|.一般备注|.2026-08-21 10:13:07|.2026-08-21
1462|.SO0000001462|.55370|.PAID|.11415.33|.杨娜|.13406132536|.东西备注|.2026-07-23 21:28:10|.2026-07-23
1463|.SO0000001463|.8324|.CREATED|.6314.45|.王红梅|.13731994958|.只有备注|.2026-06-24 08:43:13|.2026-06-24
1464|.SO0000001464|.764|.PAID|.15981.84|.陈旭|.13695682052|.|.2026-08-24 19:58:16|.2026-08-24
1465|.SO0000001465|.50801|.DONE|.2348.93|.杨颖|.13387231909|.发生备注|.2026-07-26 07:13:19|.2026-07-26
1466|.SO0000001466|.31175|.CANCELED|.6447.21|.门桂兰|.13725665103|.无法备注|.2026-06-27 18:28:22|.2026-06-27
1467|.SO0000001467|.5629|.SHIPPED|.2952.12|.孙娜|.13317244819|.解决备注|.2026-08-27 05:43:25|.2026-08-27
1468|.SO0000001468|.40894|.SHIPPED|.14671.58|.王丽|.13622123121|.注册备注|.2026-07-29 16:58:28|.2026-07-29
1469|.SO0000001469|.50874|.CANCELED|.17754.15|.刘峰|.13336097625|.起来备注|.2026-06-30 04:13:31|.2026-06-30
1470|.SO0000001470|.38957|.DONE|.1598.16|.丁秀英|.13841098843|.|.2026-08-30 15:28:34|.2026-08-30
1471|.SO0000001471|.28416|.CREATED|.2349.29|.尹秀荣|.13157183777|.本站备注|.2026-08-01 02:43:37|.2026-08-01
1472|.SO0000001472|.27968|.SHIPPED|.15313.34|.缪玉梅|.13496848532|.帮助备注|.2026-07-03 13:58:40|.2026-07-03
1473|.SO0000001473|.16573|.PAID|.7659.74|.王刚|.13360239464|.网站备注|.2026-09-02 01:13:43|.2026-09-02
1474|.SO0000001474|.37739|.CREATED|.12733.29|.王璐|.13397424032|.|.2026-08-04 12:28:46|.2026-08-04
1475|.SO0000001475|.41991|.PAID|.14570.8|.孙秀英|.13350741076|.方法备注|.2026-07-06 23:43:49|.2026-07-06
1476|.SO0000001476|.59859|.SHIPPED|.13649.22|.李建军|.13270454678|.系列备注|.2026-09-05 10:58:52|.2026-09-05
1477|.SO0000001477|.20355|.DONE|.767.45|.黄林|.13239777522|.虽然备注|.2026-08-07 22:13:55|.2026-08-07
1478|.SO0000001478|.3088|.DONE|.14204.15|.王玉英|.13645194662|.状态备注|.2026-07-09 09:28:58|.2026-07-09
1479|.SO0000001479|.52948|.CREATED|.391.51|.邱英|.13852059907|.|.2026-09-08 20:44:01|.2026-09-08
1480|.SO0000001480|.18438|.CANCELED|.17445.63|.彭桂花|.13283053422|.对于备注|.2026-08-10 07:59:04|.2026-08-10
1481|.SO0000001481|.51202|.CANCELED|.18488.29|.胡凤英|.13034841746|.必须备注|.2026-07-12 19:14:07|.2026-07-12
1482|.SO0000001482|.1690|.DONE|.16639.5|.高帆|.13329802654|.到了备注|.2026-09-11 06:29:10|.2026-09-11
1483|.SO0000001483|.19261|.CANCELED|.7536.81|.刘晨|.13781115660|.记者备注|.2026-08-13 17:44:13|.2026-08-13
1484|.SO0000001484|.37941|.SHIPPED|.1267.52|.陈倩|.13395076435|.今年备注|.2026-07-15 04:59:16|.2026-07-15
1485|.SO0000001485|.34397|.SHIPPED|.15347.91|.万军|.13223055891|.专业备注|.2026-09-14 16:14:19|.2026-09-14
1486|.SO0000001486|.17758|.CANCELED|.14708.94|.党玉华|.13924239337|.管理备注|.2026-08-16 03:29:22|.2026-08-16
1487|.SO0000001487|.55939|.SHIPPED|.18444.96|.萧莹|.13221515912|.公司备注|.2026-07-18 14:44:25|.2026-07-18
1488|.SO0000001488|.40020|.CREATED|.1928.49|.李瑜|.13908997791|.类型备注|.2026-09-17 01:59:28|.2026-09-17
1489|.SO0000001489|.35497|.PAID|.1359.64|.杨楠|.13148335117|.设计备注|.2026-08-19 13:14:31|.2026-08-19
1490|.SO0000001490|.11184|.SHIPPED|.16479.37|.李勇|.13334450899|.分析备注|.2026-07-21 00:29:34|.2026-07-21
1491|.SO0000001491|.5098|.SHIPPED|.10679.35|.张淑兰|.13100614046|.|.2026-06-22 11:44:37|.2026-06-22
1492|.SO0000001492|.21870|.PAID|.16422.94|.袁鹏|.13419896332|.结果备注|.2026-08-22 22:59:40|.2026-08-22
1493|.SO0000001493|.34219|.CREATED|.19327.42|.刘秀云|.13365518911|.基本备注|.2026-07-24 10:14:43|.2026-07-24
1494|.SO0000001494|.56938|.PAID|.694.93|.张淑兰|.13627007005|.推荐备注|.2026-06-25 21:29:46|.2026-06-25
